scale,timestamp,add_ms,update_ms,delete_ms,add_cpu,update_cpu,delete_cpu,add_mem,update_mem,delete_mem
75,1764308239145,0.0000,24.0000,55.0000,288.20,308.80,308.60,62.05,59.16,65.58
75,1764308239275,0.0000,18.0000,42.0000,308.60,290.60,307.10,62.88,60.23,59.75
75,1764308239384,0.0000,15.0000,45.0000,307.10,307.10,242.10,58.38,56.66,63.70
75,1764308239494,0.0000,7.0000,24.0000,242.10,242.10,250.30,63.17,63.69,60.14
75,1764308239572,0.0000,17.0000,49.0000,282.80,282.80,282.80,57.13,66.47,89.25
75,1764308239688,0.0000,8.0000,25.0000,257.80,257.80,257.80,87.88,87.92,87.23
75,1764308239766,0.0000,13.0000,40.0000,257.80,257.80,230.80,86.31,86.44,86.61
75,1764308239863,0.0000,7.0000,23.0000,230.80,230.80,230.80,82.48,79.83,79.89
75,1764308239939,0.0000,7.0000,28.0000,247.70,247.70,247.70,79.06,78.23,64.17
75,1764308240017,1.0000,19.0000,43.0000,247.70,247.70,241.30,69.47,67.78,69.09
75,1764308240129,0.0000,18.0000,48.0000,241.30,241.30,221.10,65.42,62.81,62.91
75,1764308240240,0.0000,11.0000,30.0000,221.10,221.10,233.40,62.94,63.09,56.42
75,1764308240328,0.0000,22.0000,56.0000,231.10,231.10,221.60,63.98,57.55,56.06
75,1764308240456,0.0000,33.0000,74.0000,221.30,221.30,238.50,62.97,63.25,63.41
75,1764308240613,0.0000,26.0000,61.0000,238.50,238.50,240.70,62.44,60.03,60.19
100,1764308240748,0.0000,8.0000,25.0000,240.70,240.70,241.60,60.23,60.33,60.45
100,1764308240830,0.0000,24.0000,60.0000,243.00,243.00,218.50,59.50,57.53,57.95
100,1764308240960,0.0000,6.0000,22.0000,218.50,218.50,218.50,57.00,57.03,58.16
100,1764308241035,0.0000,17.0000,47.0000,218.50,196.20,197.30,57.19,58.20,57.39
100,1764308241144,0.0000,22.0000,47.0000,197.30,197.30,228.60,57.50,55.80,68.28
100,1764308241265,0.0000,14.0000,41.0000,228.60,228.60,187.70,67.30,65.73,66.03
100,1764308241368,0.0000,5.0000,22.0000,187.70,187.70,187.70,65.11,65.19,62.91
100,1764308241440,0.0000,16.0000,51.0000,214.40,217.40,217.40,63.92,64.59,61.41
100,1764308241561,1.0000,28.0000,53.0000,236.50,241.80,242.50,59.02,55.91,61.56
100,1764308241701,1.0000,10.0000,34.0000,283.80,283.80,283.80,62.67,62.98,59.97
100,1764308241793,0.0000,23.0000,68.0000,283.80,263.00,263.00,58.19,56.75,56.44
100,1764308241928,0.0000,22.0000,52.0000,263.00,268.90,268.90,56.64,62.14,58.06
100,1764308242049,0.0000,12.0000,32.0000,268.90,274.40,274.40,59.41,59.47,55.89
100,1764308242141,0.0000,41.0000,108.0000,274.40,248.60,290.40,63.31,70.80,61.02
100,1764308242363,1.0000,34.0000,70.0000,290.40,290.40,284.20,58.47,57.42,64.27
100,1764308242521,0.0000,20.0000,51.0000,284.20,284.20,271.00,63.34,71.16,67.78
100,1764308242639,0.0000,2.0000,16.0000,271.00,271.00,270.60,67.81,66.98,63.94
100,1764308242701,0.0000,10.0000,43.0000,279.80,279.80,279.80,60.52,63.48,60.34
100,1764308242806,0.0000,46.0000,84.0000,279.80,277.60,306.70,58.77,64.84,57.22
100,1764308242999,1.0000,12.0000,30.0000,306.70,306.70,327.90,63.48,62.20,61.33
100,1764308243102,0.0000,17.0000,49.0000,327.90,327.90,343.00,59.84,64.81,62.72
100,1764308243224,0.0000,1.0000,22.0000,343.00,343.00,343.00,60.69,58.00,65.50
100,1764308243299,1.0000,23.0000,55.0000,343.00,327.40,327.40,66.02,63.63,60.33
100,1764308243432,0.0000,31.0000,81.0000,327.40,309.30,277.50,60.52,58.72,60.13
100,1764308243591,0.0000,27.0000,56.0000,277.50,277.50,284.40,57.50,60.44,58.94
100,1764308243722,0.0000,22.0000,45.0000,284.40,284.40,279.00,58.08,64.11,64.30
100,1764308243835,0.0000,14.0000,36.0000,273.20,273.20,273.20,64.39,62.64,58.58
100,1764308243933,0.0000,7.0000,30.0000,273.20,252.20,252.20,58.70,65.19,64.05
100,1764308244018,0.0000,10.0000,31.0000,252.20,252.20,249.50,65.11,64.16,63.19
100,1764308244104,0.0000,29.0000,71.0000,249.50,249.50,223.90,61.11,57.09,63.83
100,1764308244252,0.0000,10.0000,30.0000,223.90,223.90,246.30,59.14,60.19,58.67
100,1764308244338,0.0000,11.0000,32.0000,246.20,246.20,246.20,58.73,57.27,56.86
100,1764308244426,0.0000,24.0000,56.0000,246.20,249.80,249.80,63.02,62.45,62.06
